,Zip,City,State,Latitude,Longitude,2010 Census Population,Distance from Reactor,Reactor_lat,Reactor_lng
9570,46553,New Paris,IN,41.48922,-85.84083000000001,3428.0,204.41591031141039,41.226929,-88.264282
32344,46105,Bainbridge,IN,39.761986,-86.80492,1928.0,204.41702441037486,41.226929,-88.264282
24688,61279,Reynolds,IL,41.31653,-90.70671,1061.0,204.42131379890486,41.226929,-88.264282
15468,53005,Brookfield,WI,43.060871999999996,-88.09478,19425.0,204.46746881849643,41.226929,-88.264282
2988,46582,Warsaw,IN,41.281518,-85.81926999999999,12378.0,204.53921359168865,41.226929,-88.264282
31199,53202,Milwaukee,WI,43.046213,-87.9005,23386.0,204.5705159899677,41.226929,-88.264282
4510,46590,Winona Lake,IN,41.22163,-85.81795,4908.0,204.65406131870125,41.226929,-88.264282
14943,49057,Hartford,MI,42.19923,-86.16943,6795.0,204.80951578127906,41.226929,-88.264282
19167,53589,Stoughton,WI,42.926473,-89.22431999999999,19427.0,204.97989322177472,41.226929,-88.264282
14906,53205,Milwaukee,WI,43.053763000000004,-87.93473,10050.0,205.00773729535848,41.226929,-88.264282
6027,46526,Goshen,IN,41.567559,-85.84885,30671.0,205.06253205463642,41.226929,-88.264282
19917,46943,Laketon,IN,40.974439000000004,-85.83873,247.0,205.22815650617105,41.226929,-88.264282
6052,46165,North Salem,IN,39.852098,-86.64494,1498.0,205.22853854381702,41.226929,-88.264282
9148,62627,Chandlerville,IL,40.051603,-90.14057,992.0,205.34545603895228,41.226929,-88.264282
10923,61482,Table Grove,IL,40.368358,-90.42469,650.0,205.44814000583654,41.226929,-88.264282
26637,62677,Pleasant Plains,IL,39.847253,-89.88059,2562.0,205.46305013961987,41.226929,-88.264282
29932,46068,Sharpsville,IN,40.378828999999996,-86.09362,2850.0,205.6634449511273,41.226929,-88.264282
29,61041,Hanover,IL,42.270426,-90.31076999999999,1327.0,205.6929317822404,41.226929,-88.264282
12164,53072,Pewaukee,WI,43.076953,-88.26799999999999,23907.0,205.77808932410178,41.226929,-88.264282
2722,62423,Dennison,IL,39.452478,-87.57092,724.0,205.93778034743946,41.226929,-88.264282
20401,61501,Astoria,IL,40.234249,-90.32941,1921.0,206.1234446918207,41.226929,-88.264282
27930,62568,Taylorville,IL,39.548928000000004,-89.29692,16355.0,206.12591106343373,41.226929,-88.264282
13677,53523,Cambridge,WI,42.99273,-89.02274,4949.0,206.1374950150951,41.226929,-88.264282
28009,53599,Woodford,WI,42.649309,-89.862202,69.0,206.17285635233299,41.226929,-88.264282
28146,53210,Milwaukee,WI,43.068962,-87.97423,28126.0,206.28014853082288,41.226929,-88.264282
2715,47804,Terre Haute,IN,39.495436,-87.39209,11020.0,206.28976551854015,41.226929,-88.264282
13190,46045,Goldsmith,IN,40.289778999999996,-86.15004,93.0,206.38041160826126,41.226929,-88.264282
31012,61232,Andalusia,IL,41.440852,-90.71956999999999,1284.0,206.43323423365558,41.226929,-88.264282
17776,61231,Aledo,IL,41.202461,-90.73137,5627.0,206.43767052148684,41.226929,-88.264282
8610,62540,Kincaid,IL,39.58755,-89.41265,1492.0,206.66068362639606,41.226929,-88.264282
15982,62517,Bulpitt,IL,39.591537,-89.42755,226.0,206.8660363631172,41.226929,-88.264282
20605,46911,Amboy,IN,40.614885,-85.93863,1439.0,206.97152202073397,41.226929,-88.264282
26961,61001,Apple River,IL,42.472458,-90.12098,1179.0,207.01418325174976,41.226929,-88.264282
2275,46538,Leesburg,IN,41.323642,-85.78997,3867.0,207.11170845244234,41.226929,-88.264282
20308,53295,Milwaukee,WI,43.017412,-87.569664,359.0,207.2338715939149,41.226929,-88.264282
15922,62565,Shelbyville,IL,39.409126,-88.80153,7538.0,207.2627498993463,41.226929,-88.264282
26095,53212,Milwaukee,WI,43.072062,-87.9103,30416.0,207.2988219112125,41.226929,-88.264282
7089,61284,Taylor Ridge,IL,41.406276,-90.735,2292.0,207.36253818493608,41.226929,-88.264282
23724,53222,Milwaukee,WI,43.083261,-88.02823000000001,25165.0,207.3946272649516,41.226929,-88.264282
1862,53206,Milwaukee,WI,43.076178999999996,-87.93476,28210.0,207.4783564569563,41.226929,-88.264282
31372,52074,Spragueville,IA,42.124140999999995,-90.4557,310.0,207.61087668655324,41.226929,-88.264282
1568,52728,Buffalo,IA,41.456515,-90.73252,1110.0,207.68985686497408,41.226929,-88.264282
2274,46149,Lizton,IN,39.885033,-86.54978,1890.0,208.009473621688,41.226929,-88.264282
21025,62570,Tovey,IL,39.588584999999995,-89.44945,512.0,208.04418600233942,41.226929,-88.264282
29281,46528,Goshen,IN,41.600649,-85.81902,26104.0,208.16127155826334,41.226929,-88.264282
29007,53216,Milwaukee,WI,43.086711,-87.9749,32264.0,208.23444982456942,41.226929,-88.264282
30650,47809,Terre Haute,IN,39.470985999999996,-87.41107,2687.0,208.2716669068349,41.226929,-88.264282
737,52774,Welton,IA,41.907575,-90.59624000000001,136.0,208.3004241405639,41.226929,-88.264282
10253,62469,Trilla,IL,39.35239,-88.33275,419.0,208.58554570766486,41.226929,-88.264282
10690,47807,Terre Haute,IN,39.470985999999996,-87.39996,13045.0,208.60050801390932,41.226929,-88.264282
28916,53211,Milwaukee,WI,43.083012,-87.8859,35406.0,208.79544023076738,41.226929,-88.264282
16357,53541,Gratiot,WI,42.572413,-90.02605,861.0,208.9680736791334,41.226929,-88.264282
24416,52746,Donahue,IA,41.712643,-90.68748000000001,967.0,209.0545585422296,41.226929,-88.264282
15285,61473,Roseville,IL,40.70595,-90.65724,1667.0,209.16109174915192,41.226929,-88.264282
23299,62441,Marshall,IL,39.396463,-87.69589,7395.0,209.23059347033615,41.226929,-88.264282
22253,61411,Adair,IL,40.401282,-90.50153,378.0,209.52553828158378,41.226929,-88.264282
18547,53058,Nashotah,WI,43.108775,-88.40276,3243.0,209.62841647081376,41.226929,-88.264282
4653,61416,Bardolph,IL,40.496817,-90.56334,235.0,209.75058158722263,41.226929,-88.264282
10986,61484,Vermont,IL,40.292388,-90.42833,825.0,209.86546108245503,41.226929,-88.264282
32437,53007,Butler,WI,43.10836,-88.06893000000001,1841.0,209.88986199146822,41.226929,-88.264282
5689,46992,Wabash,IN,40.795068,-85.82953,16759.0,209.91592180607964,41.226929,-88.264282
16896,53038,Johnson Creek,WI,43.075784000000006,-88.77595,4013.0,209.93045789908976,41.226929,-88.264282
4281,61453,Little York,IL,41.010666,-90.75393000000001,781.0,209.99419111228008,41.226929,-88.264282
2503,53066,Oconomowoc,WI,43.108241,-88.48935,33830.0,210.07879557421046,41.226929,-88.264282
31158,53504,Argyle,WI,42.698173,-89.85736,2084.0,210.08880392542181,41.226929,-88.264282
12162,46962,North Manchester,IN,40.996628,-85.7758,9728.0,210.10389150482328,41.226929,-88.264282
21032,53574,New Glarus,WI,42.816359999999996,-89.64075,3877.0,210.2120653497693,41.226929,-88.264282
14924,53069,Okauchee,WI,43.114118,-88.43771,697.0,210.3978874679257,41.226929,-88.264282
20527,62612,Ashland,IL,39.891861,-90.03125,1915.0,210.57967035649875,41.226929,-88.264282
30093,62465,Strasburg,IL,39.354836999999996,-88.63490999999999,858.0,210.59269966080808,41.226929,-88.264282
12619,47803,Terre Haute,IN,39.46706,-87.34451999999999,21102.0,210.7032582094944,41.226929,-88.264282
10301,53575,Oregon,WI,42.929208,-89.38478,15494.0,210.7282422288791,41.226929,-88.264282
4962,53218,Milwaukee,WI,43.11096,-87.99436,40625.0,210.73822064003298,41.226929,-88.264282
2983,62555,Owaneco,IL,39.476356,-89.21607,540.0,210.76495660576413,41.226929,-88.264282
32386,53225,Milwaukee,WI,43.115759999999995,-88.04120999999999,25706.0,210.8973722777851,41.226929,-88.264282
20153,62629,Chatham,IL,39.676558,-89.69901999999999,12949.0,210.9074105990501,41.226929,-88.264282
10084,46069,Sheridan,IN,40.134736,-86.21885,6664.0,211.00375162417788,41.226929,-88.264282
14040,46135,Greencastle,IN,39.652374,-86.87361,20992.0,211.02154293566628,41.226929,-88.264282
29475,53508,Belleville,WI,42.865396999999994,-89.55461,5262.0,211.11706089383915,41.226929,-88.264282
4004,46507,Bristol,IN,41.725061,-85.81792,9128.0,211.25903774619022,41.226929,-88.264282
26216,46075,Whitestown,IN,40.007024,-86.34405,2913.0,211.40820794075577,41.226929,-88.264282
6113,52751,Grand Mound,IA,41.836317,-90.67008,1054.0,211.46790600193597,41.226929,-88.264282
32871,49130,Union,MI,41.787096000000005,-85.83605,1659.0,211.63533636092782,41.226929,-88.264282
19040,52726,Blue Grass,IA,41.498603,-90.77596,4468.0,211.83955353520412,41.226929,-88.264282
23067,49095,Vandalia,MI,41.916613,-85.89022,1960.0,211.91697858708906,41.226929,-88.264282
28795,53029,Hartland,WI,43.132743,-88.34737,20799.0,212.09393893426602,41.226929,-88.264282
15669,53209,Milwaukee,WI,43.119409999999995,-87.94726999999999,46917.0,212.11577055915652,41.226929,-88.264282
9394,46936,Greentown,IN,40.482338,-85.94279,5922.0,212.13477294490448,41.226929,-88.264282
980,62536,Glenarm,IL,39.642083,-89.65935999999999,912.0,212.1848025730205,41.226929,-88.264282
6106,46567,Syracuse,IN,41.411075,-85.736,9405.0,212.1923328571512,41.226929,-88.264282
26998,49090,South Haven,MI,42.403593,-86.24911999999999,13810.0,212.20891712627323,41.226929,-88.264282
18084,47869,Prairie Creek,IN,39.433602,-87.410094,137.0,212.21100282493327,41.226929,-88.264282
4785,47834,Brazil,IN,39.52503,-87.12738,19215.0,212.39976475996718,41.226929,-88.264282
6698,49045,Decatur,MI,42.105719,-85.99417,5598.0,212.43987387471722,41.226929,-88.264282
18508,62447,Neoga,IL,39.32205,-88.45036999999999,3404.0,212.46690588344526,41.226929,-88.264282
28481,52773,Walcott,IA,41.617234,-90.75849000000001,2380.0,212.50612274022453,41.226929,-88.264282
8948,62624,Browning,IL,40.153557,-90.35255,546.0,212.7658654364603,41.226929,-88.264282
26575,53089,Sussex,WI,43.14004,-88.22641,18568.0,212.81790289220223,41.226929,-88.264282
15644,62558,Pawnee,IL,39.580159,-89.54401999999999,3590.0,212.83336946624678,41.226929,-88.264282
27927,61438,Good Hope,IL,40.579737,-90.64690999999999,760.0,212.8394546927195,41.226929,-88.264282
30285,46946,Liberty Mills,IN,41.035728000000006,-85.73528,136.0,212.93354893291044,41.226929,-88.264282
12057,61447,Kirkwood,IL,40.867284999999995,-90.75759000000001,924.0,212.93719974228728,41.226929,-88.264282
19045,62571,Tower Hill,IL,39.385344,-88.95588000000001,1532.0,213.07181892605993,41.226929,-88.264282
30048,53551,Lake Mills,WI,43.082761,-88.90838000000001,8273.0,213.14493801569418,41.226929,-88.264282
13104,47853,Harmony,IN,39.536856,-87.0721,134.0,213.40064336208482,41.226929,-88.264282
19556,52037,Delmar,IA,41.967074,-90.63216,1223.0,213.4663106559459,41.226929,-88.264282
25312,61476,Seaton,IL,41.095037,-90.80998000000001,407.0,213.6753877790836,41.226929,-88.264282
27755,46984,Somerset,IN,40.671369,-85.828846,224.0,213.72256878695825,41.226929,-88.264282
30651,47857,Knightsville,IN,39.526913,-87.08688199999999,571.0,213.79176359294058,41.226929,-88.264282
24500,47881,Staunton,IN,39.487119,-87.18939,465.0,213.88782322274372,41.226929,-88.264282
5172,46919,Converse,IN,40.580773,-85.86648000000001,2390.0,214.00003785539016,41.226929,-88.264282
27255,46167,Pittsboro,IN,39.872254999999996,-86.46335,6336.0,214.16838514543772,41.226929,-88.264282
30693,46562,Pierceton,IN,41.213756,-85.70397,4788.0,214.20568901598986,41.226929,-88.264282
6906,62442,Martinsville,IL,39.32463,-87.86922,2421.0,214.2311582090987,41.226929,-88.264282
8942,46072,Tipton,IN,40.284040999999995,-86.04681,9324.0,214.2498662591672,41.226929,-88.264282
13924,49064,Lawrence,MI,42.215357,-86.04822,3717.0,214.3159176915671,41.226929,-88.264282
31167,46990,Urbana,IN,40.898561,-85.7457,801.0,214.35046664510514,41.226929,-88.264282
9684,53051,Menomonee Falls,WI,43.151183,-88.11034000000001,35651.0,214.41001074965382,41.226929,-88.264282
28118,53046,Lannon,WI,43.153447,-88.16124,1107.0,214.4544180655892,41.226929,-88.264282
16865,53531,Deerfield,WI,43.055415,-89.09349,4338.0,214.5695552447219,41.226929,-88.264282
29936,49013,Bangor,MI,42.308797999999996,-86.12201,5508.0,214.62048000077468,41.226929,-88.264282
31725,46128,Fillmore,IN,39.674879,-86.75256,1949.0,214.87534444598094,41.226929,-88.264282
17835,53224,Milwaukee,WI,43.153865,-88.04032,21284.0,215.12575901675328,41.226929,-88.264282
23341,53217,Milwaukee,WI,43.14351,-87.90894,29192.0,215.18265543335377,41.226929,-88.264282
14282,62670,New Berlin,IL,39.735761,-89.88669,2997.0,215.28359902688032,41.226929,-88.264282
17655,61075,Scales Mound,IL,42.473737,-90.25362,958.0,215.39511868211062,41.226929,-88.264282
32342,62557,Pana,IL,39.3928,-89.08194,7607.0,215.47280856598218,41.226929,-88.264282
3586,62420,Casey,IL,39.299447,-87.99863,4759.0,215.57558029160344,41.226929,-88.264282
2420,52031,Bellevue,IA,42.250445,-90.47115,5120.0,215.6524052965378,41.226929,-88.264282
22067,61478,Smithshire,IL,40.777241,-90.76454,290.0,215.74980494819982,41.226929,-88.264282
20904,46555,North Webster,IN,41.328153,-85.6852,2835.0,215.8757864147811,41.226929,-88.264282
19107,53558,McFarland,WI,43.015498,-89.28954,10742.0,216.17290163449314,41.226929,-88.264282
22770,49061,Jones,MI,41.878312,-85.81527,1622.0,216.33504466779036,41.226929,-88.264282
2473,53223,Milwaukee,WI,43.163692,-87.98716999999999,29230.0,216.63235808980897,41.226929,-88.264282
5184,47802,Terre Haute,IN,39.393237,-87.3977,34532.0,216.79784209178575,41.226929,-88.264282
17111,52745,Dixon,IA,41.73542,-90.77717,633.0,216.8946591582367,41.226929,-88.264282
17097,62691,Virginia,IL,39.952909000000005,-90.21218,2426.0,217.13475551282366,41.226929,-88.264282
27616,46076,Windfall,IN,40.363776,-85.95074,1696.0,217.1771621708425,41.226929,-88.264282
24902,62468,Toledo,IL,39.273828,-88.25646,2564.0,217.24411307004115,41.226929,-88.264282
14311,52729,Calamus,IA,41.823151,-90.75572,874.0,217.80354943655377,41.226929,-88.264282
19805,46543,Millersburg,IN,41.525634000000004,-85.68403,3654.0,217.90033670615986,41.226929,-88.264282
22465,62556,Palmer,IL,39.465887,-89.39095,422.0,217.92001120005145,41.226929,-88.264282
18276,46121,Coatesville,IN,39.679883000000004,-86.67849,5276.0,218.22358407180485,41.226929,-88.264282
23507,61260,Joy,IL,41.228561,-90.87565,856.0,218.44714876177167,41.226929,-88.264282
25639,53036,Ixonia,WI,43.178684999999994,-88.5739,2720.0,218.58680340426073,41.226929,-88.264282
31666,62463,Stewardson,IL,39.2807,-88.62403,1294.0,218.62153153170743,41.226929,-88.264282
31132,62438,Lakewood,IL,39.317235,-88.87876,433.0,218.72078382668064,41.226929,-88.264282
20995,46077,Zionsville,IN,39.960858,-86.28251999999999,24512.0,218.73187061500388,41.226929,-88.264282
7173,62530,Divernon,IL,39.568077,-89.65467,1532.0,218.89201399915706,41.226929,-88.264282
27293,62661,Loami,IL,39.669508,-89.84805,1213.0,219.03608348231663,41.226929,-88.264282
30578,52030,Andrew,IA,42.154059000000004,-90.59176,434.0,219.09593091900848,41.226929,-88.264282
26792,46171,Reelsville,IN,39.525112,-86.95994,1695.0,219.19033365629255,41.226929,-88.264282
30186,52769,Stockton,IA,41.594283000000004,-90.8469,671.0,219.27635421460894,41.226929,-88.264282
22661,53516,Blanchardville,WI,42.802663,-89.85943,2152.0,219.2998252653639,41.226929,-88.264282
4658,46941,Lagro,IN,40.832028,-85.70333000000001,1125.0,219.32052997330072,41.226929,-88.264282
19120,53527,Cottage Grove,WI,43.073751,-89.1967,9963.0,219.33650680654145,41.226929,-88.264282
28577,53017,Colgate,WI,43.199526,-88.26177,5538.0,219.41173289851704,41.226929,-88.264282
26631,53094,Watertown,WI,43.170606,-88.73058,19169.0,219.58163044634168,41.226929,-88.264282
13981,61455,Macomb,IL,40.456986,-90.6681,22086.0,219.64684911321154,41.226929,-88.264282
6111,46122,Danville,IN,39.761210999999996,-86.52344000000001,14671.0,219.67772931565003,41.226929,-88.264282
21059,61036,Galena,IL,42.400744,-90.39738,6821.0,219.80125546985502,41.226929,-88.264282
29079,49027,Breedsville,MI,42.345815,-86.0795,161.0,219.80987650935407,41.226929,-88.264282
16219,62428,Greenup,IL,39.25287,-88.13528000000001,3104.0,219.84719017205265,41.226929,-88.264282
9877,46732,Cromwell,IN,41.386918,-85.63924,3169.0,220.0452228653585,41.226929,-88.264282
19576,46031,Atlanta,IN,40.211166,-86.02304000000001,2161.0,220.13607480543396,41.226929,-88.264282
6760,47871,Riley,IN,39.388638,-87.301367,220.0,220.17773682768447,41.226929,-88.264282
28293,46986,Swayzee,IN,40.504346000000005,-85.82678,1915.0,220.21552193335594,41.226929,-88.264282
25514,46764,Larwill,IN,41.209244,-85.6322,1497.0,220.22102374176745,41.226929,-88.264282
31742,46540,Middlebury,IN,41.685373999999996,-85.69409,11702.0,220.2328587201391,41.226929,-88.264282
22317,46112,Brownsburg,IN,39.84952,-86.38739,33662.0,220.5450504384958,41.226929,-88.264282
29262,46103,Amo,IN,39.688673,-86.61409,159.0,220.85292743401342,41.226929,-88.264282
28203,61440,Industry,IL,40.324365,-90.60351,766.0,221.1265576466183,41.226929,-88.264282
3613,46787,South Whitley,IN,41.080236,-85.62796,3893.0,221.38626221141269,41.226929,-88.264282
5284,62444,Mode,IL,39.272317,-88.75932,387.0,221.43455979566218,41.226929,-88.264282
18118,62615,Auburn,IL,39.588902000000004,-89.75177,5748.0,221.50413916507128,41.226929,-88.264282
18918,62601,Alexander,IL,39.754308,-90.02786,434.0,221.54334742956357,41.226929,-88.264282
22718,61418,Biggsville,IL,40.854865000000004,-90.85925,673.0,221.5920630112457,41.226929,-88.264282
26439,46047,Hobbs,IN,40.284101,-85.94676,43.0,221.6350160683031,41.226929,-88.264282
18778,53003,Ashippun,WI,43.211067,-88.51649,141.0,221.67071839324217,41.226929,-88.264282
28527,46074,Westfield,IN,40.041325,-86.15262,26745.0,221.71494739840978,41.226929,-88.264282
615,53586,Shullsburg,WI,42.5744,-90.23935,2284.0,221.79940750278953,41.226929,-88.264282
32378,53713,Madison,WI,43.037647,-89.39154,22146.0,221.82860039273174,41.226929,-88.264282
7135,61475,Sciota,IL,40.581413,-90.7612,205.0,221.84132517486148,41.226929,-88.264282
1137,53022,Germantown,WI,43.219155,-88.12043,18920.0,221.91142147546554,41.226929,-88.264282
28617,52060,Maquoketa,IA,42.087769,-90.67352,8658.0,221.92252261480112,41.226929,-88.264282
32028,61460,Media,IL,40.734056,-90.82654000000001,291.0,222.0205413413351,41.226929,-88.264282
23285,46940,La Fontaine,IN,40.680911,-85.72135,2548.0,222.0746792266084,41.226929,-88.264282
8834,53716,Madison,WI,43.065621,-89.32085,18419.0,222.3004294788945,41.226929,-88.264282
19381,46987,Sweetser,IN,40.569731,-85.76697,776.0,222.31394606382952,41.226929,-88.264282
29801,46030,Arcadia,IN,40.174490000000006,-86.01736,3308.0,222.70842831149963,41.226929,-88.264282
3296,53530,Darlington,WI,42.686745,-90.10983,4566.0,222.85503661967346,41.226929,-88.264282
4169,62083,Rosamond,IL,39.354673999999996,-89.19993000000001,295.0,222.86359371650525,41.226929,-88.264282
8363,53593,Verona,WI,42.988593,-89.55543,19225.0,223.0354722830178,41.226929,-88.264282
14960,61471,Raritan,IL,40.696535,-90.82607,140.0,223.10834351542522,41.226929,-88.264282
31794,49067,Marcellus,MI,42.026876,-85.8033,4522.0,223.11067512958454,41.226929,-88.264282
21099,46278,Indianapolis,IN,39.89792,-86.28619,8197.0,223.12912561687403,41.226929,-88.264282
17801,53033,Hubertus,WI,43.233282,-88.2396,4885.0,223.17556455529524,41.226929,-88.264282
11166,61259,Illinois City,IL,41.369036,-90.9284,1276.0,223.18005749673665,41.226929,-88.264282
14900,61442,Keithsburg,IL,41.092081,-90.92743,762.0,223.51429252438064,41.226929,-88.264282
90,62462,Sigel,IL,39.223921999999995,-88.47715,1149.0,223.52612641939564,41.226929,-88.264282
10769,62546,Morrisonville,IL,39.430427,-89.44719,1630.0,223.58054124832273,41.226929,-88.264282
21324,53711,Madison,WI,43.036696,-89.44499,45728.0,223.61704887915354,41.226929,-88.264282
2741,53092,Thiensville,WI,43.223907000000004,-87.95085,20024.0,223.6182180311082,41.226929,-88.264282
8334,53718,Madison,WI,43.095178000000004,-89.2704,11753.0,223.74591179414932,41.226929,-88.264282
20226,52765,New Liberty,IA,41.720483,-90.86944,453.0,223.93685822444007,41.226929,-88.264282
24682,53097,Mequon,WI,43.234506,-88.00914,6319.0,224.28863286044702,41.226929,-88.264282
4922,62622,Bluff Springs,IL,39.979614,-90.35244399999999,49.0,224.36643519307233,41.226929,-88.264282
25335,47846,Cory,IN,39.377883000000004,-87.20461999999999,638.0,224.44950016682876,41.226929,-88.264282
19794,53715,Madison,WI,43.061546,-89.40024,12136.0,224.53581823879148,41.226929,-88.264282
31505,46034,Cicero,IN,40.127019,-86.03121,6730.0,224.60408605485048,41.226929,-88.264282
8663,46767,Ligonier,IN,41.464213,-85.59288000000001,8564.0,224.62091116148642,41.226929,-88.264282
26195,52747,Durant,IA,41.603249,-90.91015,2106.0,224.63051241453817,41.226929,-88.264282
6282,49056,Grand Junction,MI,42.395965000000004,-86.0545,4016.0,224.64388126864634,41.226929,-88.264282
20062,49099,White Pigeon,MI,41.792628,-85.67233,5629.0,224.86514198795692,41.226929,-88.264282
16315,53719,Madison,WI,43.029497,-89.50531,28487.0,225.11711344422238,41.226929,-88.264282
7797,53703,Madison,WI,43.078646,-89.37727,27958.0,225.48315281915862,41.226929,-88.264282
21041,49079,Paw Paw,MI,42.22514,-85.90002,13606.0,225.48515284648747,41.226929,-88.264282
21596,62422,Cowden,IL,39.251624,-88.86505,1156.0,225.55468068760968,41.226929,-88.264282
27094,49065,Lawton,MI,42.144087,-85.84205,6662.0,225.5796210747722,41.226929,-88.264282
15113,53594,Waterloo,WI,43.18584,-88.97553,5144.0,225.629380940736,41.226929,-88.264282
30020,53714,Madison,WI,43.099861,-89.31786,16463.0,225.7049687903943,41.226929,-88.264282
19300,53098,Watertown,WI,43.231506,-88.70634,11965.0,225.92073807393362,41.226929,-88.264282
7573,61469,Oquawka,IL,40.957929,-90.93608,2184.0,225.9529150736238,41.226929,-88.264282
2634,46702,Andrews,IN,40.838891,-85.62014,2304.0,226.0046587258218,41.226929,-88.264282
7207,53706,Madison,WI,43.074296000000004,-89.40774,5133.0,226.0786533935505,41.226929,-88.264282
17155,53726,Madison,WI,43.069559999999996,-89.423861,5177.0,226.16020162141908,41.226929,-88.264282
16316,53792,Madison,WI,43.069559999999996,-89.423861,0.0,226.16020162141908,41.226929,-88.264282
1717,53702,Madison,WI,43.069559999999996,-89.423861,50.0,226.16020162141908,41.226929,-88.264282
24935,46760,Kimmell,IN,41.359626,-85.56204,1382.0,226.30324071106472,41.226929,-88.264282
26529,52254,Lost Nation,IA,41.950398,-90.8085,895.0,226.42839639053406,41.226929,-88.264282
19390,47840,Centerpoint,IN,39.406161,-87.06899,1500.0,226.47199295948855,41.226929,-88.264282
12238,46032,Carmel,IN,39.970240999999994,-86.15416,42234.0,226.47830133915917,41.226929,-88.264282
25479,53559,Marshall,WI,43.172619,-89.07464,6063.0,226.48234501328596,41.226929,-88.264282
647,62689,Thayer,IL,39.539071,-89.76100000000001,518.0,226.5474607529336,41.226929,-88.264282
13037,62436,Jewett,IL,39.190088,-88.2601,562.0,226.5577631674371,41.226929,-88.264282
31381,46180,Stilesville,IN,39.612844,-86.63016999999999,1028.0,226.66375908192276,41.226929,-88.264282
6026,46123,Avon,IN,39.764435999999996,-86.39699,31754.0,226.72440928886402,41.226929,-88.264282
28877,53076,Richfield,WI,43.265289,-88.20144,3648.0,226.78545857690156,41.226929,-88.264282
31711,52777,Wheatland,IA,41.843587,-90.86097,1357.0,226.81084792991388,41.226929,-88.264282
8583,46268,Indianapolis,IN,39.897548,-86.22546,24965.0,227.02531095904195,41.226929,-88.264282
14698,49042,Constantine,MI,41.847413,-85.66411,4892.0,227.21008707038231,41.226929,-88.264282
9370,62618,Beardstown,IL,40.005505,-90.42314,7955.0,227.32706255584452,41.226929,-88.264282
10199,62445,Montrose,IL,39.183054999999996,-88.3404,907.0,227.43167572361565,41.226929,-88.264282
18341,53705,Madison,WI,43.073395,-89.45049,23494.0,227.48090152983661,41.226929,-88.264282
7935,46118,Clayton,IN,39.65983,-86.53196,5015.0,227.7774766832709,41.226929,-88.264282
17388,46120,Cloverdale,IN,39.513388,-86.79169,5954.0,227.807501686715,41.226929,-88.264282
31253,53047,Lebanon,WI,43.257364,-88.62873,78.0,227.82938872507123,41.226929,-88.264282
14098,62477,West Union,IL,39.229884999999996,-87.6664,946.0,227.85781058261225,41.226929,-88.264282
17927,62639,Frederick,IL,40.04195,-90.46831,316.0,227.98793499594547,41.226929,-88.264282
9845,62681,Rushville,IL,40.134957,-90.55221999999999,5602.0,228.01775857358098,41.226929,-88.264282
26534,62553,Oconee,IL,39.279357,-89.10462,437.0,228.06809420131552,41.226929,-88.264282
31539,46234,Indianapolis,IN,39.797622,-86.32493000000001,24810.0,228.39794748781713,41.226929,-88.264282
32529,46290,Indianapolis,IN,39.934948999999996,-86.16261999999999,170.0,228.4022066665717,41.226929,-88.264282
5139,46254,Indianapolis,IN,39.844024,-86.26464,38095.0,228.53777785834754,41.226929,-88.264282
27474,62461,Shumway,IL,39.194021,-88.6656,854.0,228.67437310194768,41.226929,-88.264282
7663,49450,Pullman,MI,42.484769,-86.07944,3302.0,228.761920688525,41.226929,-88.264282
13678,53704,Madison,WI,43.121415999999996,-89.34968,44034.0,228.9260681392208,41.226929,-88.264282
3919,53803,Benton,WI,42.563769,-90.36783,1306.0,228.99293754464682,41.226929,-88.264282
31738,49026,Bloomingdale,MI,42.371728999999995,-85.9679,2186.0,229.05559362287082,41.226929,-88.264282
10352,46565,Shipshewana,IN,41.696334,-85.58665,7950.0,229.21039275005077,41.226929,-88.264282
18905,61480,Stronghurst,IL,40.727428,-90.91346999999999,1324.0,229.28866120537154,41.226929,-88.264282
14860,52054,La Motte,IA,42.28911,-90.6341,940.0,229.38282458333055,41.226929,-88.264282
27549,53544,Hollandale,WI,42.878192,-89.92864,800.0,229.40193316735974,41.226929,-88.264282
2327,46280,Indianapolis,IN,39.939102,-86.13831,6793.0,229.7091921701262,41.226929,-88.264282
32513,47866,Pimento,IN,39.293977000000005,-87.30983,347.0,229.75470572902708,41.226929,-88.264282
22319,46260,Indianapolis,IN,39.898107,-86.18231999999999,32406.0,229.7627496516335,41.226929,-88.264282
12815,46571,Topeka,IN,41.565560999999995,-85.54706999999999,5532.0,229.82016615389608,41.226929,-88.264282
9281,61272,New Boston,IL,41.223984,-91.0123,1504.0,229.8855186396776,41.226929,-88.264282
7629,61452,Littleton,IL,40.249363,-90.66845,293.0,229.94017402868857,41.226929,-88.264282
13870,53717,Madison,WI,43.072994,-89.51992,11962.0,229.96053535191922,41.226929,-88.264282
29154,52761,Muscatine,IL,41.413371999999995,-91.00612,30678.0,229.97244342068757,41.226929,-88.264282
28834,46036,Elwood,IN,40.279375,-85.83761,11663.0,230.02394480003414,41.226929,-88.264282
32541,62690,Virden,IL,39.503383,-89.76666999999999,4120.0,230.13142101591913,41.226929,-88.264282
4894,46952,Marion,IN,40.58119,-85.66324,20308.0,230.14817475696617,41.226929,-88.264282
15615,62533,Farmersville,IL,39.442669,-89.64068,973.0,230.22395919369842,41.226929,-88.264282
5177,53572,Mount Horeb,WI,42.985255,-89.73647,9970.0,230.2298702000745,41.226929,-88.264282
